,Bacteria,NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_avg (nm),shape,ZOI_NP,ZOI_drug_NP,ZOI_drug,kingdom,phylum,class,order,family,genus,species,gram,"avg_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Drug_class,MaxAbsEStateIndex,MolWt,BCUT2D_MWHI,BCUT2D_MRHI,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA11,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,RingCount,MolLogP,fr_Al_OH,fr_Ar_N,fr_NH0,fr_allylic_oxid,fr_bicyclic,fr_ether
1529,Candida albicans,green_synthesis from  Eurotium cristatum,Vancomycin,15.0,5.0,17.5,spherical,8.2,15.2,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,carboxylic acids,16.017214138834966,1449.2710000000004,35.4967930759403,6.321583236316157,1.2011332476804883e+25,89.47659525090083,29.934857612799288,53.389796668079654,0.0,5.969305287951849,4.794537184071822,0.0,0.0,55.24845538523111,110.08498363408832,34.71646841886195,41.32274381956614,70.52144317387742,17.385241000485763,13.654553947190108,116.72529597596859,57.12299764966523,0.0,23.20187978046503,5.917906046161393,10.045266627482652,11.126902983393991,14.383611552215466,0.0,66.73003775307771,33.02788051898166,0.0,13.847474399381248,63.090392457589694,38.297719817048595,14.104060618953639,130.50687133113217,8.003711425926706,-15.9867848461044,-0.6786651744934149,-18.55014789207184,5.659418699136037,1.4723086925515987,7.0,7.0,5.0,2.0,12.0,0.10620000000000512,6.0,0.0,0.0,0.0,15.0,6.0
1530,Escherichia coli,green_synthesis from  Eurotium cristatum,Vancomycin,15.0,5.0,17.5,spherical,6.6,11.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,carboxylic acids,16.017214138834966,1449.2710000000004,35.4967930759403,6.321583236316157,1.2011332476804883e+25,89.47659525090083,29.934857612799288,53.389796668079654,0.0,5.969305287951849,4.794537184071822,0.0,0.0,55.24845538523111,110.08498363408832,34.71646841886195,41.32274381956614,70.52144317387742,17.385241000485763,13.654553947190108,116.72529597596859,57.12299764966523,0.0,23.20187978046503,5.917906046161393,10.045266627482652,11.126902983393991,14.383611552215466,0.0,66.73003775307771,33.02788051898166,0.0,13.847474399381248,63.090392457589694,38.297719817048595,14.104060618953639,130.50687133113217,8.003711425926706,-15.9867848461044,-0.6786651744934149,-18.55014789207184,5.659418699136037,1.4723086925515987,7.0,7.0,5.0,2.0,12.0,0.10620000000000512,6.0,0.0,0.0,0.0,15.0,6.0
1531,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Vancomycin,15.0,5.0,17.5,spherical,7.4,15.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,carboxylic acids,16.017214138834966,1449.2710000000004,35.4967930759403,6.321583236316157,1.2011332476804883e+25,89.47659525090083,29.934857612799288,53.389796668079654,0.0,5.969305287951849,4.794537184071822,0.0,0.0,55.24845538523111,110.08498363408832,34.71646841886195,41.32274381956614,70.52144317387742,17.385241000485763,13.654553947190108,116.72529597596859,57.12299764966523,0.0,23.20187978046503,5.917906046161393,10.045266627482652,11.126902983393991,14.383611552215466,0.0,66.73003775307771,33.02788051898166,0.0,13.847474399381248,63.090392457589694,38.297719817048595,14.104060618953639,130.50687133113217,8.003711425926706,-15.9867848461044,-0.6786651744934149,-18.55014789207184,5.659418699136037,1.4723086925515987,7.0,7.0,5.0,2.0,12.0,0.10620000000000512,6.0,0.0,0.0,0.0,15.0,6.0
1532,Candida albicans,green_synthesis from  Eurotium cristatum,Oleandomycin,15.0,5.0,17.5,spherical,8.2,14.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Organooxygen compounds,13.881183939227217,687.8680000000003,16.711136644782677,5.915863134080314,21821784869.65821,18.31189916324491,23.964349216019052,0.0,0.0,5.969305287951849,0.0,0.0,0.0,27.694948798762496,60.549842056130274,37.32617813183568,49.148586337164126,11.75255023431679,29.589530230806965,27.812023471144833,0.0,0.0,0.0,0.0,29.589530230806965,0.0,0.0,0.0,6.4208216229260096,0.0,7.109797541277533,34.61868599845312,39.76646529527673,33.15804067660034,43.00341995530241,0.0,33.30062700029717,-1.095135265117679,-3.7384707561017887,-0.21865738135934976,-7.150026101481075,14.64806739427048,5.323541587175523,4.0,4.0,0.0,4.0,4.0,1.908500000000004,3.0,0.0,1.0,0.0,0.0,7.0
1533,Escherichia coli,green_synthesis from  Eurotium cristatum,Oleandomycin,15.0,5.0,17.5,spherical,6.6,10.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,Organooxygen compounds,13.881183939227217,687.8680000000003,16.711136644782677,5.915863134080314,21821784869.65821,18.31189916324491,23.964349216019052,0.0,0.0,5.969305287951849,0.0,0.0,0.0,27.694948798762496,60.549842056130274,37.32617813183568,49.148586337164126,11.75255023431679,29.589530230806965,27.812023471144833,0.0,0.0,0.0,0.0,29.589530230806965,0.0,0.0,0.0,6.4208216229260096,0.0,7.109797541277533,34.61868599845312,39.76646529527673,33.15804067660034,43.00341995530241,0.0,33.30062700029717,-1.095135265117679,-3.7384707561017887,-0.21865738135934976,-7.150026101481075,14.64806739427048,5.323541587175523,4.0,4.0,0.0,4.0,4.0,1.908500000000004,3.0,0.0,1.0,0.0,0.0,7.0
1534,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Oleandomycin,15.0,5.0,17.5,spherical,7.4,15.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Organooxygen compounds,13.881183939227217,687.8680000000003,16.711136644782677,5.915863134080314,21821784869.65821,18.31189916324491,23.964349216019052,0.0,0.0,5.969305287951849,0.0,0.0,0.0,27.694948798762496,60.549842056130274,37.32617813183568,49.148586337164126,11.75255023431679,29.589530230806965,27.812023471144833,0.0,0.0,0.0,0.0,29.589530230806965,0.0,0.0,0.0,6.4208216229260096,0.0,7.109797541277533,34.61868599845312,39.76646529527673,33.15804067660034,43.00341995530241,0.0,33.30062700029717,-1.095135265117679,-3.7384707561017887,-0.21865738135934976,-7.150026101481075,14.64806739427048,5.323541587175523,4.0,4.0,0.0,4.0,4.0,1.908500000000004,3.0,0.0,1.0,0.0,0.0,7.0
1535,Bacillus subtilis,green_synthesis from  Eurotium cristatum,Ceftazidime,15.0,5.0,17.5,spherical,6.2,12.0,0.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis group,p,7.08,30,1,soil,Lactams,13.114328090055071,546.5870000000002,32.166681198615066,7.9983639133930895,130887863.90568937,17.10964163696516,29.78168703174876,5.601050810983688,11.814359458703011,5.969305287951849,14.345615352810384,0.0,23.098670827325854,11.22207979521215,13.847474399381248,28.838755044205193,11.666344601007683,57.6948843445426,5.15571272675054,11.486521083908974,52.93692295705045,0.0,5.131558479839333,23.098670827325854,0.0,0.0,0.0,0.0,11.325958136816055,16.236695608785215,30.98942211923828,29.093520927940727,6.06636706846161,10.571256060898818,1.7813433512507009,2.3200451049992044,28.365058705864,3.830931505999705,-4.0068662117945095,4.364278804086379,3.550427347358645,2.7432530473176975,0.0,2.0,2.0,2.0,1.0,4.0,-1.2991999999999946,0.0,2.0,4.0,0.0,1.0,0.0
1536,Candida albicans,green_synthesis from  Eurotium cristatum,Ceftazidime,15.0,5.0,17.5,spherical,8.2,14.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Lactams,13.114328090055071,546.5870000000002,32.166681198615066,7.9983639133930895,130887863.90568937,17.10964163696516,29.78168703174876,5.601050810983688,11.814359458703011,5.969305287951849,14.345615352810384,0.0,23.098670827325854,11.22207979521215,13.847474399381248,28.838755044205193,11.666344601007683,57.6948843445426,5.15571272675054,11.486521083908974,52.93692295705045,0.0,5.131558479839333,23.098670827325854,0.0,0.0,0.0,0.0,11.325958136816055,16.236695608785215,30.98942211923828,29.093520927940727,6.06636706846161,10.571256060898818,1.7813433512507009,2.3200451049992044,28.365058705864,3.830931505999705,-4.0068662117945095,4.364278804086379,3.550427347358645,2.7432530473176975,0.0,2.0,2.0,2.0,1.0,4.0,-1.2991999999999946,0.0,2.0,4.0,0.0,1.0,0.0
1537,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Ceftazidime,15.0,5.0,17.5,spherical,7.4,15.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Lactams,13.114328090055071,546.5870000000002,32.166681198615066,7.9983639133930895,130887863.90568937,17.10964163696516,29.78168703174876,5.601050810983688,11.814359458703011,5.969305287951849,14.345615352810384,0.0,23.098670827325854,11.22207979521215,13.847474399381248,28.838755044205193,11.666344601007683,57.6948843445426,5.15571272675054,11.486521083908974,52.93692295705045,0.0,5.131558479839333,23.098670827325854,0.0,0.0,0.0,0.0,11.325958136816055,16.236695608785215,30.98942211923828,29.093520927940727,6.06636706846161,10.571256060898818,1.7813433512507009,2.3200451049992044,28.365058705864,3.830931505999705,-4.0068662117945095,4.364278804086379,3.550427347358645,2.7432530473176975,0.0,2.0,2.0,2.0,1.0,4.0,-1.2991999999999946,0.0,2.0,4.0,0.0,1.0,0.0
1538,Staphylococcus aureus,green_synthesis from  Eurotium cristatum,Ceftazidime,15.0,5.0,17.5,spherical,7.3,11.0,0.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Lactams,13.114328090055071,546.5870000000002,32.166681198615066,7.9983639133930895,130887863.90568937,17.10964163696516,29.78168703174876,5.601050810983688,11.814359458703011,5.969305287951849,14.345615352810384,0.0,23.098670827325854,11.22207979521215,13.847474399381248,28.838755044205193,11.666344601007683,57.6948843445426,5.15571272675054,11.486521083908974,52.93692295705045,0.0,5.131558479839333,23.098670827325854,0.0,0.0,0.0,0.0,11.325958136816055,16.236695608785215,30.98942211923828,29.093520927940727,6.06636706846161,10.571256060898818,1.7813433512507009,2.3200451049992044,28.365058705864,3.830931505999705,-4.0068662117945095,4.364278804086379,3.550427347358645,2.7432530473176975,0.0,2.0,2.0,2.0,1.0,4.0,-1.2991999999999946,0.0,2.0,4.0,0.0,1.0,0.0
1539,Candida albicans,green_synthesis from  Eurotium cristatum,Rifampicin,15.0,5.0,17.5,spherical,8.2,15.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Macrolactams,14.425629624280763,822.9530000000003,16.706167354567828,6.234647895184058,3443399886748.2905,23.35250188760002,5.749511833283905,0.0,11.690424675716445,11.756416440522447,0.0,5.101407525739723,0.0,45.92300911926414,26.97116648889232,87.3307019851857,52.98909366374336,40.33416524681676,28.77303171038529,45.653283751611355,52.82961988091657,22.99804733313562,5.687386274683562,0.0,30.595361384336194,0.0,10.772448428929591,0.0,13.08951281182515,13.08951281182515,59.43346758166389,44.85590153638479,7.04767198267719,18.947451815200196,23.596420517505617,0.0,66.84818411685347,-0.35005530822548714,-8.342717254488937,0.0,4.8603847953800585,15.090435620913437,3.4206443514765565,4.0,4.0,2.0,1.0,6.0,4.335420000000004,2.0,0.0,3.0,2.0,14.0,4.0
1540,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Rifampicin,15.0,5.0,17.5,spherical,7.4,14.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Macrolactams,14.425629624280763,822.9530000000003,16.706167354567828,6.234647895184058,3443399886748.2905,23.35250188760002,5.749511833283905,0.0,11.690424675716445,11.756416440522447,0.0,5.101407525739723,0.0,45.92300911926414,26.97116648889232,87.3307019851857,52.98909366374336,40.33416524681676,28.77303171038529,45.653283751611355,52.82961988091657,22.99804733313562,5.687386274683562,0.0,30.595361384336194,0.0,10.772448428929591,0.0,13.08951281182515,13.08951281182515,59.43346758166389,44.85590153638479,7.04767198267719,18.947451815200196,23.596420517505617,0.0,66.84818411685347,-0.35005530822548714,-8.342717254488937,0.0,4.8603847953800585,15.090435620913437,3.4206443514765565,4.0,4.0,2.0,1.0,6.0,4.335420000000004,2.0,0.0,3.0,2.0,14.0,4.0
1541,Candida albicans,green_synthesis from  Eurotium cristatum,Neomycin,15.0,5.0,17.5,spherical,8.2,20.9,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,aminoglycoside ,11.113683008276261,614.6500000000002,16.758510780180902,5.0184038532599855,1343092814.156435,67.14363026523132,18.870080188005637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,25.17319447012107,24.794530010557143,0.0,34.40200486297311,19.696394776338067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.82318258577341,34.648401683932605,0.0,72.9766666518619,35.636528518238705,0.0,-4.1844130215872735,-19.777180096406134,-0.9666704027064863,0.0,3.0,4.0,0.0,4.0,4.0,-8.895300000000017,7.0,0.0,0.0,0.0,0.0,6.0
1542,Candida albicans,green_synthesis from  Eurotium cristatum,Cephazolin,15.0,5.0,17.5,spherical,8.2,15.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Lactams,12.59807742658843,454.5190000000002,32.194712307118486,8.01450337730999,4550942.278740729,34.992453132702416,4.339655680673546,5.907179729351506,5.907179729351506,5.969305287951849,9.476340119217006,0.0,27.05793037429423,23.098670827325854,22.923611921069625,11.505707213493578,0.0,52.64422052337183,0.0,11.505707213493578,22.60508761474241,0.0,0.0,34.860555776716964,6.923737199690624,0.0,0.0,0.0,17.078811743562845,9.347279377526311,50.769588517477175,0.0,6.923737199690624,0.0,1.9784246318012204,4.242892128306505,31.125597457150874,0.6267425329100114,-1.1889873213750726,-0.7793093500281454,1.2901944440950919,1.7184856338468966,0.0,2.0,2.0,2.0,1.0,4.0,-0.6360799999999995,0.0,6.0,7.0,0.0,1.0,0.0
1543,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Cephazolin,15.0,5.0,17.5,spherical,7.4,14.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Lactams,12.59807742658843,454.5190000000002,32.194712307118486,8.01450337730999,4550942.278740729,34.992453132702416,4.339655680673546,5.907179729351506,5.907179729351506,5.969305287951849,9.476340119217006,0.0,27.05793037429423,23.098670827325854,22.923611921069625,11.505707213493578,0.0,52.64422052337183,0.0,11.505707213493578,22.60508761474241,0.0,0.0,34.860555776716964,6.923737199690624,0.0,0.0,0.0,17.078811743562845,9.347279377526311,50.769588517477175,0.0,6.923737199690624,0.0,1.9784246318012204,4.242892128306505,31.125597457150874,0.6267425329100114,-1.1889873213750726,-0.7793093500281454,1.2901944440950919,1.7184856338468966,0.0,2.0,2.0,2.0,1.0,4.0,-0.6360799999999995,0.0,6.0,7.0,0.0,1.0,0.0
1544,Candida albicans,green_synthesis from  Eurotium cristatum,Penicillin,15.0,5.0,17.5,spherical,8.2,15.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Carboxylic acids and derivatives,12.240541068279164,372.4870000000001,25.207673885808145,6.828514093053763,129114.72313101777,11.4157136421167,0.0,11.814359458703011,0.0,51.38453490628663,0.0,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,18.43196774002582,29.545549696045974,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,0.0,5.563451491696996,16.66179468024159,13.847474399381248,30.33183534230805,0.0,-0.6408058915140893,1.3837074305030652,13.688867856578966,0.8617091967960027,-1.860551030342245,7.609196356195676,0.18979583963214886,3.540840524481397,0.0,2.0,2.0,1.0,2.0,3.0,-3.4698999999999973,0.0,0.0,1.0,0.0,1.0,0.0
1545,Escherichia coli,green_synthesis from  Eurotium cristatum,Penicillin,15.0,5.0,17.5,spherical,6.6,10.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,Carboxylic acids and derivatives,12.240541068279164,372.4870000000001,25.207673885808145,6.828514093053763,129114.72313101777,11.4157136421167,0.0,11.814359458703011,0.0,51.38453490628663,0.0,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,18.43196774002582,29.545549696045974,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,0.0,5.563451491696996,16.66179468024159,13.847474399381248,30.33183534230805,0.0,-0.6408058915140893,1.3837074305030652,13.688867856578966,0.8617091967960027,-1.860551030342245,7.609196356195676,0.18979583963214886,3.540840524481397,0.0,2.0,2.0,1.0,2.0,3.0,-3.4698999999999973,0.0,0.0,1.0,0.0,1.0,0.0
1546,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Penicillin,15.0,5.0,17.5,spherical,7.4,14.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Carboxylic acids and derivatives,12.240541068279164,372.4870000000001,25.207673885808145,6.828514093053763,129114.72313101777,11.4157136421167,0.0,11.814359458703011,0.0,51.38453490628663,0.0,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,18.43196774002582,29.545549696045974,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,0.0,5.563451491696996,16.66179468024159,13.847474399381248,30.33183534230805,0.0,-0.6408058915140893,1.3837074305030652,13.688867856578966,0.8617091967960027,-1.860551030342245,7.609196356195676,0.18979583963214886,3.540840524481397,0.0,2.0,2.0,1.0,2.0,3.0,-3.4698999999999973,0.0,0.0,1.0,0.0,1.0,0.0
1547,Candida albicans,green_synthesis from  Eurotium cristatum,Novobiocin,15.0,5.0,17.5,spherical,8.2,15.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Coumarins and derivatives,13.014746278547962,612.6320000000002,16.719079212437887,6.06341938545611,2331624222.2142544,23.186010195958353,23.64483088346407,6.290026729335213,5.907179729351506,11.718826390016403,9.589074368143644,0.0,0.0,11.64912463690315,76.93479445538416,18.236700524671523,10.987275025448483,28.65705043108052,5.733667477162185,12.426586145283864,69.091437957452,17.248535499851716,10.481923458755384,0.0,6.923737199690624,0.0,10.969244356107037,0.0,11.984273114623004,5.573104530069267,37.441632883585584,20.771211599071872,19.92349450621513,29.09827022941573,27.86837695290111,0.0,34.583085172794895,4.537892179248232,-1.0888174577475251,7.116365673609996,-3.80781623343763,8.686779259174543,1.3686366458675683,1.0,1.0,3.0,1.0,4.0,3.6271200000000023,1.0,0.0,0.0,2.0,1.0,4.0
1548,Escherichia coli,green_synthesis from  Eurotium cristatum,Novobiocin,15.0,5.0,17.5,spherical,6.6,10.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,Coumarins and derivatives,13.014746278547962,612.6320000000002,16.719079212437887,6.06341938545611,2331624222.2142544,23.186010195958353,23.64483088346407,6.290026729335213,5.907179729351506,11.718826390016403,9.589074368143644,0.0,0.0,11.64912463690315,76.93479445538416,18.236700524671523,10.987275025448483,28.65705043108052,5.733667477162185,12.426586145283864,69.091437957452,17.248535499851716,10.481923458755384,0.0,6.923737199690624,0.0,10.969244356107037,0.0,11.984273114623004,5.573104530069267,37.441632883585584,20.771211599071872,19.92349450621513,29.09827022941573,27.86837695290111,0.0,34.583085172794895,4.537892179248232,-1.0888174577475251,7.116365673609996,-3.80781623343763,8.686779259174543,1.3686366458675683,1.0,1.0,3.0,1.0,4.0,3.6271200000000023,1.0,0.0,0.0,2.0,1.0,4.0
1549,Pseudomonas aeruginosa,green_synthesis from  Eurotium cristatum,Novobiocin,15.0,5.0,17.5,spherical,7.4,14.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Coumarins and derivatives,13.014746278547962,612.6320000000002,16.719079212437887,6.06341938545611,2331624222.2142544,23.186010195958353,23.64483088346407,6.290026729335213,5.907179729351506,11.718826390016403,9.589074368143644,0.0,0.0,11.64912463690315,76.93479445538416,18.236700524671523,10.987275025448483,28.65705043108052,5.733667477162185,12.426586145283864,69.091437957452,17.248535499851716,10.481923458755384,0.0,6.923737199690624,0.0,10.969244356107037,0.0,11.984273114623004,5.573104530069267,37.441632883585584,20.771211599071872,19.92349450621513,29.09827022941573,27.86837695290111,0.0,34.583085172794895,4.537892179248232,-1.0888174577475251,7.116365673609996,-3.80781623343763,8.686779259174543,1.3686366458675683,1.0,1.0,3.0,1.0,4.0,3.6271200000000023,1.0,0.0,0.0,2.0,1.0,4.0
1550,Candida albicans,green_synthesis from  Eurotium cristatum,Carbenicillin,15.0,5.0,17.5,spherical,8.2,15.0,0.0,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,f,84.0,37,2,mouth,Carboxylic acids and derivatives,12.510944507432605,378.4060000000001,32.16690638540494,8.013151070668542,472094.83745995833,17.45755447126466,5.917906046161393,11.814359458703011,0.0,11.938610575903699,4.794537184071822,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,0.0,35.51485498399782,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,5.563451491696996,0.0,28.794528817164814,32.046575604766076,0.0,0.0,-0.711044577266168,1.2859050873435793,20.776558698645605,0.3092091967960031,-5.1586934701885525,6.103543686644751,0.0,3.454279310489628,0.0,2.0,2.0,1.0,2.0,3.0,0.4864999999999999,0.0,0.0,1.0,0.0,1.0,0.0
